x;y;z
0.6943932553741252;-2.892196592211912;-0.38391990162105066
0.7887247160145314;-2.8743714165390597;-0.3306798974779453
0.8514021663484446;-2.862527684285327;-0.27865313740830655
0.8930284935203368;-2.8546618398531804;-0.22736244742193404
0.9135989664076103;-2.8507747772507357;-0.17659666761730153
0.9343338879569245;-2.8468566399011164;-0.12596710796022573
0.9446205507889669;-2.844912839064961;-0.07552865944420191
0.9444579551623651;-2.8449435636566096;-0.025176491713774736
0.9444579551623651;-2.8449435636566096;0.025176491713775853
0.9446205507889669;-2.844912839064961;0.07552865944420302
0.9343338879569245;-2.8468566399011164;0.12596710796022687
0.9135989664076103;-2.8507747772507357;0.17659666761730267
0.8930284935203368;-2.8546618398531804;0.22736244742193515
0.8514021663484446;-2.862527684285327;0.27865313740830655
0.7887247160145314;-2.8743714165390597;0.3306798974779453
0.6943932553741252;-2.892196592211912;0.38391990162105066
0.7782792574707074;-2.825436458897578;-0.6363595628147699
0.8930284935203368;-2.8041368515371947;-0.5810373656338335
0.9549076509765371;-2.7926509209725823;-0.5283393634272454
1.0063497137275554;-2.7831023106626107;-0.476386882005312
1.0579641614766473;-2.7735217024683814;-0.42477359407173443
1.0885186347513258;-2.767850219970908;-0.3740338135095824
1.1192391148213563;-2.762147923503059;-0.32349480185171
1.1395077960567068;-2.758385676651681;-0.27335353552404085
1.1599394771597105;-2.754593173972027;-0.22334539248421773
1.1805335481208274;-2.750770528693291;-0.1734720153229997
1.1906711212838417;-2.748888805246645;-0.12382382005615455
1.2009693572069011;-2.7469772597826654;-0.07424262864277416
1.2008093365472767;-2.747006962614134;-0.024747810474000646
1.2008093365472767;-2.747006962614134;0.024747810474001743
1.2009693572069011;-2.7469772597826654;0.07424262864277525
1.1906711212838417;-2.748888805246645;0.12382382005615565
1.1805335481208274;-2.750770528693291;0.1734720153230008
1.1599394771597105;-2.754593173972027;0.22334539248421884
1.1395077960567068;-2.758385676651681;0.27335353552404085
1.1192391148213563;-2.762147923503059;0.32349480185171
1.0885186347513258;-2.767850219970908;0.3740338135095824
1.0579641614766473;-2.7735217024683814;0.42477359407173443
1.0063497137275554;-2.7831023106626107;0.476386882005312
0.9549076509765371;-2.7926509209725823;0.5283393634272454
0.8930284935203368;-2.8041368515371947;0.5810373656338335
0.7782792574707074;-2.825436458897578;0.6363595628147699
0.7469442242141326;-2.7802392634793636;-0.8417238137139358
0.8928653724182443;-2.7536415959973435;-0.7831457750084188
0.9859337500664864;-2.7366776274962423;-0.7281068917191839
1.0579641614766473;-2.723548338459942;-0.6746404141139307
1.1089448025888018;-2.7142558804645827;-0.6225357524001338
1.160099905043385;-2.7049316226593163;-0.5707653882675623
1.2008093365472803;-2.6975113416661314;-0.5197040199540255
1.2310681078502164;-2.6919959468968666;-0.4692469999178027
1.2614926874344583;-2.6864503295479;-0.41898766607627824
1.2920821837849967;-2.680874652119457;-0.368927704420109
1.31221317674758;-2.6772052905259427;-0.319299713548966
1.3218826726420545;-2.6754427904381535;-0.26999881371394246
1.342335904095572;-2.6717146930661917;-0.22060029575775827
1.352325510293479;-2.66989384511373;-0.171461072621982
1.362474410059649;-2.6680439620459837;-0.12238733770853073
1.3621574930405203;-2.668101727857162;-0.07343399250982957
1.3726239535891782;-2.666193961636755;-0.024460495060887103
1.3726239535891782;-2.666193961636755;0.024460495060888186
1.3621574930405203;-2.668101727857162;0.07343399250983065
1.362474410059649;-2.6680439620459837;0.12238733770853182
1.352325510293479;-2.66989384511373;0.17146107262198312
1.342335904095572;-2.6717146930661917;0.22060029575775936
1.3218826726420545;-2.6754427904381535;0.26999881371394246
1.31221317674758;-2.6772052905259427;0.319299713548966
1.2920821837849967;-2.680874652119457;0.368927704420109
1.2614926874344583;-2.6864503295479;0.41898766607627824
1.2310681078502164;-2.6919959468968666;0.4692469999178027
1.2008093365472803;-2.6975113416661314;0.5197040199540255
1.160099905043385;-2.7049316226593163;0.5707653882675623
1.1089448025888018;-2.7142558804645827;0.6225357524001338
1.0579641614766473;-2.723548338459942;0.6746404141139307
0.9859337500664864;-2.7366776274962423;0.7281068917191839
0.8928653724182443;-2.7536415959973435;0.7831457750084188
0.7469442242141326;-2.7802392634793636;0.8417238137139358
0.7469442242141326;-2.7292256990118524;-0.9947645071164696
0.9135989664076103;-2.6994062050073335;-0.9334395288343116
1.016801300472899;-2.680940235534113;-0.8769430676980744
1.0989729996240296;-2.6662372726425225;-0.8222974766093761
1.1600999050433813;-2.6552998497664855;-0.7692924798388884
1.2107882674106243;-2.646230192954955;-0.7172025756606889
1.2616521174448767;-2.637129136176251;-0.6654438007173719
1.3020677927830224;-2.6298975688498603;-0.6144620487966965
1.3320296416779698;-2.6245365022415674;-0.5641527060893091
1.3621574930405203;-2.6191457328506087;-0.5140379475688114
1.39245048554762;-2.6137254147933184;-0.46411946617825306
1.4122807433999895;-2.6101771913983294;-0.4147010491006695
1.4322725281871325;-2.6066000660267172;-0.3654112242093531
1.452425273703156;-2.602994139989569;-0.31625162448471433
1.4621089822293065;-2.601261436290074;-0.2674193999924379
1.4719513194798797;-2.599500349190055;-0.2186495620814058
1.4819520169515012;-2.597710926732758;-0.16994370548718912
1.4921107906197584;-2.595893219738605;-0.12130342148311178
1.5024273409786364;-2.5940472817981366;-0.07273029762050792
1.5022702095659586;-2.5940753972850206;-0.024243695301728617
1.5022702095659586;-2.5940753972850206;0.024243695301729686
1.5024273409786364;-2.5940472817981366;0.07273029762050899
1.4921107906197584;-2.595893219738605;0.12130342148311285
1.4819520169515012;-2.597710926732758;0.1699437054871902
1.4719513194798797;-2.599500349190055;0.21864956208140687
1.4621089822293065;-2.601261436290074;0.2674193999924379
1.452425273703156;-2.602994139989569;0.31625162448471433
1.4322725281871325;-2.6066000660267172;0.3654112242093531
1.4122807433999895;-2.6101771913983294;0.4147010491006695
1.39245048554762;-2.6137254147933184;0.46411946617825306
1.3621574930405203;-2.6191457328506087;0.5140379475688114
1.3320296416779698;-2.6245365022415674;0.5641527060893091
1.3020677927830224;-2.6298975688498603;0.6144620487966965
1.2616521174448767;-2.637129136176251;0.6654438007173719
1.2107882674106243;-2.646230192954955;0.7172025756606889
1.1600999050433813;-2.6552998497664855;0.7692924798388884
1.0989729996240296;-2.6662372726425225;0.8222974766093761
1.016801300472899;-2.680940235534113;0.8769430676980744
0.9135989664076103;-2.6994062050073335;0.9334395288343116
0.7469442242141326;-2.7292256990118524;0.9947645071164696
0.8616857477010385;-2.658065211524065;-1.0885409913860453
0.9962224959678938;-2.6344425383333965;-1.02868708639685
1.0885186347513258;-2.618236694567075;-0.9724879151249134
1.1703966169652826;-2.6038601257836875;-0.9175507109904424
1.2312278358699906;-2.593179058919149;-0.8643930196397163
1.281619717786711;-2.58433098600735;-0.8122183098880243
1.3321883911001233;-2.5754518711279046;-0.7603715048091909
1.3723072357460158;-2.568407592385733;-0.7093697159922502
1.4125967051983341;-2.5613333544384194;-0.6586285768555937
1.4424273785641457;-2.5560955271751915;-0.6085941731369505
1.4724235818114195;-2.550828635300671;-0.5587529391610995
1.4919535542083295;-2.54739945954536;-0.5094798919090723
1.52227710519694;-2.5420750902246176;-0.4599945401358834
1.5314975023010682;-2.540456124177906;-0.4113119439145184
1.5515103896899323;-2.5369421556564498;-0.3624203079509217
1.5716831338000414;-2.53340011864715;-0.3136590623086951
1.5813796258312127;-2.5316975573373286;-0.26522545838772055
1.5912336370329765;-2.5299673379791594;-0.21685434325535585
1.6012448978518368;-2.5282095079022695;-0.1685473005268173
1.600776213803469;-2.5282918019241403;-0.12039484771067273
1.6111008726781932;-2.526478943760518;-0.07218511267887137
1.610944739742063;-2.5265063584064937;-0.024061965318156533
1.610944739742063;-2.5265063584064937;0.0240619653181576
1.6111008726781932;-2.526478943760518;0.07218511267887243
1.600776213803469;-2.5282918019241403;0.1203948477106738
1.6012448978518368;-2.5282095079022695;0.16854730052681838
1.5912336370329765;-2.5299673379791594;0.21685434325535694
1.5813796258312127;-2.5316975573373286;0.26522545838772055
1.5716831338000414;-2.53340011864715;0.3136590623086951
1.5515103896899323;-2.5369421556564498;0.3624203079509217
1.5314975023010682;-2.540456124177906;0.4113119439145184
1.52227710519694;-2.5420750902246176;0.4599945401358834
1.4919535542083295;-2.54739945954536;0.5094798919090723
1.4724235818114195;-2.550828635300671;0.5587529391610995
1.4424273785641457;-2.5560955271751915;0.6085941731369505
1.4125967051983341;-2.5613333544384194;0.6586285768555937
1.3723072357460158;-2.568407592385733;0.7093697159922502
1.3321883911001233;-2.5754518711279046;0.7603715048091909
1.281619717786711;-2.58433098600735;0.8122183098880243
1.2312278358699906;-2.593179058919149;0.8643930196397163
1.1703966169652826;-2.6038601257836875;0.9175507109904424
1.0885186347513258;-2.618236694567075;0.9724879151249134
0.9962224959678938;-2.6344425383333965;1.02868708639685
0.8616857477010385;-2.658065211524065;1.0885409913860453
0.6735061518124184;-2.639847602614249;-1.255849830369885
0.9135989664076121;-2.598493823511732;-1.1857204825733145
1.0372202023517243;-2.57720120260497;-1.1259616904584822
1.1398290536369942;-2.559527771697976;-1.0685407202234265
1.2107882674106243;-2.547305699760378;-1.013976055244422
1.281938185431402;-2.5350507807701765;-0.9598735966022999
1.3320296416779698;-2.526422988139079;-0.9075500054480187
1.382299355323573;-2.5177644923104885;-0.8555510410763795
1.4221183223867975;-2.5109060414618054;-0.8044650424100931
1.4621089822293065;-2.504018018111006;-0.7536364908877785
1.5022702095659586;-2.497100616078104;-0.7030671637501459
1.5319681043296534;-2.4919854268462305;-0.6532388982994974
1.5618312651015227;-2.4868417720644533;-0.6036023718603044
1.5812232179127168;-2.4835016865468065;-0.554568337772588
1.6007762138034707;-2.4801338628398706;-0.5056583603848281
1.6204897306815322;-2.4767383908692344;-0.456874072102092
1.640363230435998;-2.473315363319552;-0.40821709880031476
1.6497561319738505;-2.47169752241922;-0.359955949866877
1.669947110732945;-2.4682198120309478;-0.3115228888971102
1.6796549489841368;-2.4665477261783177;-0.2634177183297236
